,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction
0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,car (new),0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,4,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,car (new),2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,4,unskilled - resident,1,none,yes,Y,0.07816672325134277,Y,N,N
0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,2,none,yes,Y,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,2,none,yes,Y,0.07821917533874512,Y,N,N
0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,rent,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,23.999999999999996,existing credits paid back duly till now,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,rent,1,unskilled - resident,1,none,yes,Y,0.07916593551635742,Y,N,N
0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,2,none,yes,Y,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,2,none,yes,Y,0.07884693145751953,Y,N,N
0,N,0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,N,0 <= ... < 200 DM,23.999999999999996,delay in paying off in the past,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.11461428414218112,unknown/ no savings account,... < 1 year ,1.0,female : divorced/separated/married,none,0.3333333333333333,if not A121 : building society savings agreement/ life insurance,0.17857142857142855,bank,own,1,unskilled - resident,1,none,yes,Y,0 <= ... < 200 DM,23.999999999999996,existing credits paid back duly till now,radio/television,2333.0,unknown/ no savings account,... < 1 year ,4.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,28.999999999999996,bank,own,1,unskilled - resident,1,none,yes,Y,0.07874393463134766,Y,N,N
0,Y,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.95480539,bank,rent,1,skilled employee / official,2,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,72.46910184,bank,rent,1,skilled employee / official,2,none,yes,Y,0.07910609245300293,Y,Y,N
0,Y,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.84156586,bank,rent,1,unskilled - resident,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,66.12768816,bank,rent,1,unskilled - resident,1,none,yes,Y,0.07861804962158203,Y,Y,N
0,Y,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.37751721,existing credits paid back duly till now,radio/television,0.09843732805106195,100 <= ... < 500 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,29.671170280000002,existing credits paid back duly till now,radio/television,2039.0,100 <= ... < 500 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,Y,0.07911133766174316,Y,Y,N
0,Y,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.11416305,bank,rent,3,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,25.393130799999998,bank,rent,3,skilled employee / official,1,none,yes,Y,0.078704833984375,Y,Y,N
0,Y,< 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,existing credits paid back duly till now,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,< 0 DM,0.20588235294117646,all credits at this bank paid back duly,radio/television,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,1,skilled employee / official,1,none,yes,Y,< 0 DM,18.0,all credits at this bank paid back duly,radio/television,2039.0,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,4.0,real estate,20.0,bank,rent,1,skilled employee / official,1,none,yes,Y,0.07903313636779785,Y,Y,N
0,N,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,no checking account,0.16176470588235292,delay in paying off in the past,car (new),0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,no checking account,15.0,delay in paying off in the past,car (new),2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,0.10622286796569824,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.473503183,unknown/ no savings account,... < 1 year ,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,none,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,8855.446847842,unknown/ no savings account,... < 1 year ,4.0,male : single,guarantor,2.0,real estate,35.0,none,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.12026762962341309,Y,N,N
